,ID856,0
0,ID857,2.8822058315078363
1,ID858,3.054079854026927
2,ID859,2.875686058547677
3,ID860,2.73551742717624
4,ID861,2.8535321840565127
5,ID862,2.986496096727945
6,ID863,2.749983253252701
7,ID864,2.7731011727843895
8,ID865,2.866242823014828
9,ID867,2.881436138525964
10,ID869,2.855238700370388
11,ID870,3.0177659457824837
12,ID871,2.917876654660371
13,ID872,2.9694197515154395
14,ID873,3.00934535825434
15,ID874,2.8412148863113034
16,ID875,2.9370510356532464
17,ID876,2.842760208172143
18,ID877,2.8427602081721433
19,ID878,2.8793090477719674
20,ID879,2.8535321840565127
21,ID880,3.099950887878055
22,ID881,2.9603620345035906
23,ID882,2.8600643986399747
24,ID883,2.73097042812509
25,ID884,2.9087897557206643
26,ID885,2.966688618695623
27,ID886,2.9634054632247944
28,ID887,2.8945470013679526
29,ID888,2.8587235133957933
30,ID889,2.811100400936677
31,ID890,2.7850400852072434
32,ID891,2.8023116151494802
33,ID892,2.8457911408424357
34,ID893,2.8198873136349456
35,ID894,2.967291492421208
36,ID895,3.0357083005796217
37,ID896,2.8749392595888943
38,ID897,2.766510528462624
39,ID900,2.843043450760829
40,ID901,2.914552731030172
41,ID902,2.8169699251381237
42,ID903,2.872441712372677
43,ID904,3.0098042108006524
44,ID905,2.899394473294565
45,ID906,2.8993944732945653
46,ID907,2.7613770279383227
47,ID908,2.8457911408424357
48,ID909,2.7344882911904618
49,ID910,2.824029272130471
50,ID911,2.8198873136349456
51,ID912,2.937666988349814
52,ID915,2.9181875721519877
53,ID916,2.8466989874214734
54,ID917,2.918632788618065
55,ID918,2.9365300259240508
56,ID919,2.9582172973263505
57,ID920,2.958397696359307
58,ID923,2.8515433468179117
59,ID924,2.9632210520639815
60,ID925,2.895262626691605
61,ID926,2.8994115449769824
62,ID927,3.104361189568709
63,ID928,2.8587235133957933
64,ID929,2.8318759562538083
65,ID930,2.8726386979844207
66,ID932,2.8929754376255046
67,ID934,2.9203475294684766
68,ID936,2.8701556325889754
69,ID938,2.934455164160712
70,ID939,2.8540331950629594
71,ID940,2.956592763726152
72,ID941,2.842760208172143
73,ID942,2.869148356983396
74,ID943,2.914225755352317
75,ID944,2.7615293730570984
76,ID945,2.858703789964306
77,ID946,2.956012826918464
78,ID947,2.952198112677313
79,ID948,2.9157643895859366
80,ID949,2.8657987178441533
81,ID950,2.955053199907776
82,ID951,2.909516004682432
83,ID952,2.8649625961647835
84,ID953,2.839247062188697
85,ID954,2.8722974724522166
86,ID955,2.9160418738403693
87,ID956,2.880879181831568
88,ID957,2.862762996282645
89,ID958,2.847130105761164
90,ID959,2.863895019448544
91,ID960,2.7597613899946936
92,ID961,2.8701556325889754
93,ID962,2.9477888867995135
94,ID963,2.811683718607059
95,ID964,2.827901651808196
96,ID965,2.8515433468179117
97,ID966,2.9008071137376
98,ID967,2.9141680789349875
99,ID968,2.59863078402019
100,ID969,2.781595014055253
101,ID970,2.7660670371945146
102,ID972,2.825488578790988
103,ID973,2.749141481381232
104,ID975,2.8515433468179117
105,ID977,3.0396900139286442
106,ID978,2.934110886709136
107,ID979,2.8918284121601507
108,ID982,2.881763034223399
109,ID984,2.8500751321493474
110,ID986,2.891331040845968
111,ID988,2.8715066748185216
112,ID989,2.7883474330580915
113,ID990,3.0102889159252912
114,ID991,3.02296408013929
115,ID992,2.9103842521835124
116,ID993,2.8607322620491926
117,ID994,2.879759504844009
118,ID995,2.899394473294565
119,ID997,2.846614837731563
120,,2.875310237418701
