,210X24,210X204,210X205,210X213,210X215,220X67,220X71,220X75,220X79,220X83,220X87,220X91,220X95,220X225,220X226,220X227,220X228,220X229,220X230,220X231,220X232,220X233,220X234,220X235,220X236,300X2,300X3,300X4,300X6,300X7,300X9,300X10,300X13,300X14,300X20,310X56,310X60,310X64,310X68,310X72,310X76,310X80,310X84,311X29,311X30,311X31,311X32,311X99,311X100,311X187,311X188,261X373,261X374,261X559,261X560,261X745,261X746,330X623,330X640,330X1165,330X1168,330X1169,360X691,360X710,360X711,360X1287,360X1291,360X1292,360X1293,400X7,400X9,400X25,400X27,400X60,400X61,400X64,400X65,400X83,400X84,400X168,400X169,400X219,400X220,420X7,420X9,420X25,420X27,520X148,520X152,520X171,520X173,520X248,520X250,520X346,520X348,520X354,520X356,750X691,750X710,750X711,750X1287,750X1291,750X1292,750X1293
0,1500923188.0,1500923549.0,1500923232.0,1500923548.0,1500923260.0,1501039401.0,1501039307.0,1501039386.0,1501039324.0,1501039389.0,1501039303.0,1501039383.0,1501039321.0,1501038480.0,1501038480.0,1501037556.0,1501037435.0,1501037401.0,1501037363.0,1501035585.0,1501035585.0,1499915243.0,1499915243.0,1499243903.0,1499243903.0,1501141261.0,1501141230.0,1501141313.0,1501141230.0,1501141198.0,1501141149.0,1501141129.0,1501141198.0,1501141149.0,1501140735.0,1501253743.0,1501253588.0,1501253728.0,1501253629.0,1501253731.0,1501253583.0,1501253725.0,1501253625.0,1501141495.0,1501141826.0,1501141438.0,1501141777.0,1501141547.0,1501141527.0,1501141551.0,1501141547.0,1501141565.0,1501141552.0,1501141571.0,1501141565.0,1501141584.0,1501141571.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501344000.0,1501344000.0,1501344000.0,1501344000.0,1501344000.0,1501344000.0,1501344000.0,1501406301.0,1501406277.0,1501406344.0,1501405830.0,1501406196.0,1501406182.0,1501406200.0,1501406196.0,1501406277.0,1501406253.0,1501406182.0,1501406170.0,1501406253.0,1501406200.0,1501418044.0,1501418069.0,1501418155.0,1501418021.0,1500907505.0,1500907462.0,1500907524.0,1500907272.0,1500907462.0,1500907418.0,1500907371.0,1500907359.0,1500907418.0,1500907371.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0
1,1500923329.0,1500923737.0,1500923421.0,1500923737.0,1500923449.0,1501039327.0,1501039232.0,1501039311.0,1501039247.0,1501039314.0,1501039227.0,1501039309.0,1501039244.0,1501038407.0,1501038407.0,1501037492.0,1501037372.0,1501037338.0,1501037207.0,1501035520.0,1501035520.0,1499915243.0,1499915243.0,1499243903.0,1499243903.0,,,1501141132.0,,1501141050.0,1501141001.0,1501140981.0,1501141050.0,1501141001.0,1501140702.0,1501253631.0,1501253532.0,1501253616.0,1501253549.0,1501253619.0,1501253528.0,1501253614.0,1501253546.0,1501141438.0,1501141661.0,1501141381.0,1501141613.0,1501141506.0,1501141486.0,1501141510.0,1501141506.0,1501141524.0,1501141511.0,1501141531.0,1501141524.0,1501141544.0,1501141531.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501344000.0,1501344000.0,1501344000.0,1501344000.0,1501344000.0,1501344000.0,1501344000.0,1501406381.0,1501406357.0,1501406437.0,1501405922.0,1501406299.0,1501406285.0,1501406303.0,1501406299.0,1501406357.0,1501406329.0,1501406285.0,1501406273.0,1501406329.0,1501406303.0,1501418155.0,1501418180.0,1501418230.0,1501418132.0,1500907593.0,1500907550.0,1500907612.0,1500907318.0,1500907550.0,1500907496.0,1500907448.0,1500907436.0,1500907496.0,1500907448.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0
2,1500923473.0,1500923887.0,1500923570.0,1500923886.0,1500923598.0,1501039250.0,1501039156.0,1501039235.0,1501039174.0,1501039237.0,1501039152.0,1501039232.0,1501039170.0,1501038333.0,1501038333.0,1501037430.0,1501037216.0,1501037179.0,1501037131.0,1501035456.0,1501035456.0,1499915243.0,1499915243.0,1499243903.0,1499243903.0,1501141507.0,1501141476.0,1501141541.0,1501141476.0,1501141443.0,1501141395.0,1501141375.0,1501141443.0,1501141395.0,1501140945.0,1501253551.0,1501253438.0,1501253536.0,1501253474.0,1501253539.0,1501253434.0,1501253534.0,1501253471.0,1501141719.0,1501142101.0,1501141667.0,1501142005.0,1501141781.0,1501141761.0,1501141785.0,1501141781.0,1501141799.0,1501141786.0,1501141806.0,1501141799.0,1501141819.0,1501141806.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501344000.0,1501344000.0,1501344000.0,1501344000.0,1501344000.0,1501344000.0,1501344000.0,1501406474.0,1501406451.0,1501406757.0,1501405999.0,1501406375.0,1501406361.0,1501406379.0,1501406375.0,1501406451.0,1501406408.0,1501406361.0,1501406349.0,1501406408.0,1501406379.0,1501418230.0,1501418255.0,1501418343.0,1501418207.0,1500907680.0,1500907637.0,1500907702.0,1500907364.0,1500907637.0,1500907583.0,1500907535.0,1500907513.0,1500907583.0,1500907535.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0
3,1500778572.0,1500778999.0,1500778683.0,1500778999.0,1500778711.0,1500919839.0,1500919749.0,1500919823.0,1500919774.0,1500919826.0,1500919745.0,1500919821.0,1500919770.0,1500920849.0,1500920849.0,1500919872.0,1500919753.0,1500919719.0,1500919665.0,1500917762.0,1500917762.0,1499915243.0,1499915243.0,1499243903.0,1499243903.0,1501049371.0,1501049339.0,1501049385.0,1501049339.0,1501049293.0,1501049244.0,1501049225.0,1501049293.0,1501049244.0,1501048845.0,1501127601.0,1501127494.0,1501127586.0,1501127527.0,1501127589.0,1501127489.0,1501127584.0,1501127524.0,1501049705.0,1501049899.0,1501049649.0,1501049848.0,1501049758.0,1501049738.0,1501049762.0,1501049758.0,1501049776.0,1501049763.0,1501049783.0,1501049776.0,1501049796.0,1501049783.0,1501171200.0,1501171200.0,1501171200.0,1501171200.0,1501171200.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501295514.0,1501295491.0,1501295543.0,1501295138.0,1501295417.0,1501295403.0,1501295421.0,1501295417.0,1501295491.0,1501295467.0,1501295403.0,1501295392.0,1501295467.0,1501295421.0,1501315356.0,1501315381.0,1501315507.0,1501315333.0,1500771968.0,1500771925.0,1500772041.0,1500770787.0,1500771925.0,1500771821.0,1500771773.0,1500771205.0,1500771821.0,1500771773.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0
4,1500779408.0,1500779879.0,1500779563.0,1500779878.0,1500779591.0,1500919572.0,1500919482.0,1500919557.0,1500919507.0,1500919559.0,1500919478.0,1500919554.0,1500919503.0,1500920501.0,1500920501.0,1500919606.0,1500919487.0,1500919453.0,1500919415.0,1500917478.0,1500917478.0,1499915243.0,1499915243.0,1499243903.0,1499243903.0,1501049839.0,1501049807.0,1501049853.0,1501049807.0,1501049758.0,1501049709.0,1501049689.0,1501049758.0,1501049709.0,1501049309.0,1501127295.0,1501127187.0,1501127280.0,1501127221.0,1501127283.0,1501127183.0,1501127278.0,1501127217.0,1501050167.0,1501050360.0,1501050115.0,1501050310.0,1501050219.0,1501050198.0,1501050223.0,1501050219.0,1501050237.0,1501050224.0,1501050243.0,1501050237.0,1501050257.0,1501050243.0,1501171200.0,1501171200.0,1501171200.0,1501171200.0,1501171200.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501295831.0,1501295808.0,1501295870.0,1501295465.0,1501295741.0,1501295727.0,1501295744.0,1501295741.0,1501295808.0,1501295779.0,1501295727.0,1501295715.0,1501295779.0,1501295744.0,1501315818.0,1501315843.0,1501315928.0,1501315794.0,1500772540.0,1500772497.0,1500772563.0,1500771262.0,1500772497.0,1500772453.0,1500772406.0,1500772394.0,1500772453.0,1500772406.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0
5,1500781940.0,1500782516.0,1500782200.0,1500782516.0,1500782228.0,1500918768.0,1500918662.0,1500918753.0,1500918703.0,1500918756.0,1500918658.0,1500918751.0,1500918700.0,1500919635.0,1500919635.0,1500918802.0,1500918666.0,1500918633.0,1500918594.0,1500916696.0,1500916696.0,1499915243.0,1499915243.0,1499243903.0,1499243903.0,1501051233.0,1501051202.0,1501051248.0,1501051202.0,1501051156.0,1501051107.0,1501051087.0,1501051156.0,1501051107.0,1501050709.0,1501126367.0,1501126248.0,1501126352.0,1501126282.0,1501126355.0,1501126244.0,1501126350.0,1501126278.0,1501051571.0,1501051762.0,1501051515.0,1501051713.0,1501051624.0,1501051604.0,1501051628.0,1501051624.0,1501051642.0,1501051629.0,1501051649.0,1501051642.0,1501051662.0,1501051649.0,1501171200.0,1501171200.0,1501171200.0,1501171200.0,1501171200.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501296821.0,1501296797.0,1501296885.0,1501296442.0,1501296743.0,1501296730.0,1501296747.0,1501296743.0,1501296797.0,1501296773.0,1501296730.0,1501296718.0,1501296773.0,1501296747.0,1501317014.0,1501317039.0,1501317123.0,1501316991.0,1500774704.0,1500774661.0,1500774779.0,1500773422.0,1500774661.0,1500774617.0,1500774569.0,1500774557.0,1500774617.0,1500774569.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0
6,1500783001.0,1500783412.0,1500783096.0,1500783411.0,1500783124.0,1500918431.0,1500918148.0,1500918416.0,1500918366.0,1500918418.0,1500918144.0,1500918413.0,1500918363.0,1500919245.0,1500919245.0,1500918465.0,1500918152.0,1500918118.0,1500918064.0,1500915800.0,1500915800.0,1499915243.0,1499915243.0,1499243903.0,1499243903.0,1501051932.0,1501051901.0,1501051957.0,1501051901.0,,1501051820.0,1501051800.0,,1501051820.0,1501051513.0,1501125974.0,1501125883.0,1501125959.0,1501125900.0,1501125962.0,1501125879.0,1501125957.0,1501125897.0,1501052139.0,1501052354.0,1501052072.0,1501052300.0,1501052214.0,1501052194.0,1501052218.0,1501052214.0,1501052232.0,1501052219.0,1501052238.0,1501052232.0,1501052251.0,1501052238.0,1501171200.0,1501171200.0,1501171200.0,1501171200.0,1501171200.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501297224.0,1501297201.0,1501297250.0,1501296877.0,1501297147.0,1501297133.0,1501297151.0,1501297147.0,1501297201.0,1501297177.0,1501297133.0,1501297121.0,1501297177.0,1501297151.0,1501317878.0,1501317904.0,1501318020.0,1501317855.0,1500775347.0,1500775304.0,1500775419.0,1500774703.0,1500775304.0,1500775200.0,1500775152.0,1500775130.0,1500775200.0,1500775152.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0
7,1500773802.0,1500774221.0,1500773905.0,1500774220.0,1500773933.0,1500902132.0,1500902038.0,1500902117.0,1500902059.0,1500902120.0,1500902033.0,1500902115.0,1500902055.0,1500903159.0,1500903159.0,1500902186.0,1500902041.0,1500902004.0,1500901957.0,1500900402.0,1500900402.0,1499915243.0,1499915243.0,1499243903.0,1499243903.0,1500983344.0,1500983313.0,,1500983313.0,1500983281.0,,1500983212.0,1500983281.0,,1500982793.0,1501065160.0,1501064983.0,1501065145.0,1501065021.0,1501065148.0,1501064979.0,1501065143.0,1501065017.0,1500983585.0,1500983895.0,1500983533.0,1500983844.0,1500983637.0,1500983617.0,1500983641.0,1500983637.0,1500983655.0,1500983642.0,1500983662.0,1500983655.0,1500983675.0,1500983662.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501325197.0,1501325174.0,1501325253.0,1501324817.0,1501325117.0,1501325103.0,1501325120.0,1501325117.0,1501325174.0,1501325147.0,1501325103.0,1501325091.0,1501325147.0,1501325120.0,1501339297.0,1501339323.0,1501339379.0,1501339274.0,1500760193.0,1500760150.0,1500760258.0,1500759570.0,1500760150.0,1500760039.0,1500759991.0,1500759979.0,1500760039.0,1500759991.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0
8,1500774230.0,1500774665.0,1500774349.0,1500774664.0,1500774377.0,1500901906.0,1500901813.0,1500901891.0,1500901831.0,1500901894.0,1500901809.0,1500901888.0,1500901827.0,1500902941.0,1500902941.0,1500901959.0,1500901817.0,1500901780.0,1500901659.0,1500900187.0,1500900187.0,1499915243.0,1499915243.0,1499243903.0,1499243903.0,1500983427.0,1500983396.0,1500983377.0,1500983396.0,1500983360.0,1500983311.0,1500983291.0,1500983360.0,1500983311.0,1500982902.0,1501064861.0,1501064709.0,1501064846.0,1501064749.0,1501064848.0,1501064705.0,1501064843.0,1501064746.0,1500983735.0,1500983939.0,1500983678.0,1500983885.0,1500983787.0,1500983767.0,1500983791.0,1500983787.0,1500983805.0,1500983792.0,1500983812.0,1500983805.0,1500983825.0,1500983812.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501325443.0,1501325420.0,1501325502.0,1501325069.0,1501325364.0,1501325350.0,1501325367.0,1501325364.0,1501325420.0,1501325394.0,1501325350.0,1501325338.0,1501325394.0,1501325367.0,1501339592.0,1501339617.0,1501339665.0,1501339568.0,1500760628.0,1500760586.0,1500760668.0,1500759955.0,1500760586.0,1500760475.0,1500760427.0,1500760415.0,1500760475.0,1500760427.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0
9,1500774808.0,1500775321.0,1500775006.0,1500775321.0,1500775033.0,1500901543.0,1500901452.0,1500901527.0,1500901477.0,1500901530.0,1500901448.0,1500901525.0,1500901474.0,1500902637.0,1500902637.0,1500901587.0,1500901455.0,1500901421.0,1500901384.0,1500899829.0,1500899829.0,1499915243.0,1499915243.0,1499243903.0,1499243903.0,1500983895.0,1500983863.0,1500983909.0,1500983863.0,1500983829.0,1500983780.0,1500983760.0,1500983829.0,1500983780.0,1500983365.0,1501064358.0,1501064243.0,1501064343.0,1501064276.0,1501064346.0,1501064239.0,1501064341.0,1501064273.0,1500984195.0,1500984408.0,1500984143.0,1500984356.0,1500984245.0,1500984225.0,1500984249.0,1500984245.0,1500984263.0,1500984250.0,1500984270.0,1500984263.0,1500984283.0,1500984270.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0,1501084800.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501257600.0,1501325800.0,1501325776.0,1501325819.0,1501325388.0,1501325691.0,1501325678.0,1501325695.0,1501325691.0,1501325776.0,1501325725.0,1501325678.0,1501325666.0,1501325725.0,1501325695.0,1501339964.0,1501339989.0,1501340069.0,1501339941.0,1500761662.0,1500761620.0,1500761740.0,1500760485.0,1500761620.0,1500761517.0,1500761470.0,1500760902.0,1500761517.0,1500761470.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0,1500912000.0
