ID716,2.84584705
ID717,2.84635118
ID719,2.845954808
ID720,2.845895706
ID721,2.846774863
ID722,2.845810048
ID723,2.844295081
ID724,2.847175884
ID725,2.845187893
ID727,2.84612068
ID728,2.84495158
ID729,2.845315175
ID730,2.84788817
ID731,2.846721345
ID732,2.845092712
ID733,2.848432016
ID734,2.844777778
ID735,2.845305064
ID736,2.846421952
ID737,2.846467087
ID738,2.846481731
ID739,2.844773912
ID740,2.844803038
ID741,2.846406475
ID742,2.845886771
ID743,2.846641195
ID744,2.847241545
ID745,2.846436198
ID746,2.846680299
ID747,2.846684526
ID749,2.847383547
ID751,2.846540968
ID752,2.846938932
ID753,2.846540888
ID757,2.847256049
ID759,2.845419185
ID760,2.847798556
ID761,2.846404015
ID762,2.845029815
ID763,2.846453161
ID764,2.845202243
ID765,2.848582314
ID766,2.847982317
ID768,2.84754811
ID769,2.846742251
ID770,2.847243347
ID771,2.847495746
ID772,2.847028482
ID773,2.846366034
ID774,2.846953296
ID776,2.845607411
ID777,2.845866367
ID778,2.845499926
ID779,2.845501601
ID781,2.843591936
ID783,2.846872619
ID785,2.845669038
ID786,2.845712753
ID787,2.847107682
ID788,2.846595502
ID790,2.845416205
ID792,2.844556368
ID793,2.847865687
ID797,2.847342104
ID798,2.845687326
ID801,2.845961737
ID802,2.845984856
ID803,2.846203861
ID804,2.844629242
ID806,2.846154512
ID807,2.846332704
ID811,2.845182707
ID812,2.84694339
ID813,2.845413191
ID816,2.846021099
ID817,2.846742474
ID818,2.84540963
ID819,2.843972064
ID820,2.846274846
ID821,2.844971691
ID822,2.847099826
ID823,2.847064324
ID824,2.846335603
ID825,2.845320122
ID826,2.847741513
ID833,2.846950071
ID834,2.846253789
ID835,2.846655458
ID838,2.84589047
ID839,2.847738668
ID841,2.846147526
ID844,2.84541635
ID848,2.847554025
ID849,2.848433892
ID850,2.846389139
ID851,2.845596661
ID852,2.845591358
ID853,2.846558136
ID854,2.84528213
ID855,2.846961302
,2.846258019
