ID716,2.76633519
ID717,2.763293998
ID719,2.864834928
ID720,2.854671279
ID721,2.845526459
ID722,2.844751968
ID723,2.853329433
ID724,2.824397951
ID725,2.843646068
ID727,2.838757873
ID728,2.842647156
ID729,2.854823586
ID730,2.853368265
ID731,2.844729388
ID732,2.874581983
ID733,2.847888415
ID734,2.864059456
ID735,2.85213124
ID736,2.843319695
ID737,2.870841509
ID738,2.843772647
ID739,2.839128929
ID740,2.860842181
ID741,2.832736101
ID742,2.845009187
ID743,2.8372556
ID744,2.853978373
ID745,2.857421738
ID746,2.849329331
ID747,2.852875427
ID749,2.842989149
ID751,2.839553043
ID752,2.857095223
ID753,2.871444314
ID757,2.857805408
ID759,2.845019055
ID760,2.850646006
ID761,2.839995323
ID762,2.846745294
ID763,2.84836078
ID764,2.842081702
ID765,2.849604563
ID766,2.835151053
ID768,2.848262722
ID769,2.894776201
ID770,2.841618396
ID771,2.87452503
ID772,2.85196014
ID773,2.837088608
ID774,2.845956159
ID776,2.844782162
ID777,2.851493675
ID778,2.85651524
ID779,2.855272502
ID781,2.878072079
ID783,2.827166737
ID785,2.859289366
ID786,2.84733935
ID787,2.860013293
ID788,2.853139575
ID790,2.827567322
ID792,2.809910532
ID793,2.852383922
ID797,2.841201999
ID798,2.869780086
ID801,2.846884741
ID802,2.833572582
ID803,2.867309752
ID804,2.857825662
ID806,2.787411569
ID807,2.856060922
ID811,2.845768393
ID812,2.841055255
ID813,2.851602163
ID816,2.838937837
ID817,2.85293063
ID818,2.859766654
ID819,2.839785344
ID820,2.842383576
ID821,2.872315143
ID822,2.865735427
ID823,2.854974655
ID824,2.85779967
ID825,2.805308337
ID826,2.812729263
ID833,2.864520537
ID834,2.807224181
ID835,2.885573544
ID838,2.867371826
ID839,2.846773843
ID841,2.846027146
ID844,2.843239289
ID848,2.849052437
ID849,2.845091852
ID850,2.844489317
ID851,2.839328918
ID852,2.845561981
ID853,2.839528981
ID854,2.914810808
ID855,2.853119354
