ID716,2.644299113
ID717,2.736604318
ID719,2.980764649
ID720,3.022725526
ID721,3.034865706
ID722,2.857546903
ID723,2.800647603
ID724,2.869218367
ID725,2.589112183
ID727,2.802962887
ID728,2.734519207
ID729,3.01050242
ID730,2.88959396
ID731,2.888723765
ID732,2.843186734
ID733,3.000898365
ID734,2.935649646
ID735,2.914183704
ID736,3.134051129
ID737,3.122601487
ID738,2.865890843
ID739,3.157071496
ID740,2.98052374
ID741,3.002662509
ID742,3.17071631
ID743,3.083081587
ID744,2.876851746
ID745,2.963653429
ID746,2.901107774
ID747,2.776954517
ID749,3.009880572
ID751,3.001502531
ID752,2.81045825
ID753,3.120097096
ID757,3.026949825
ID759,2.702445493
ID760,2.952020023
ID761,2.923013447
ID762,2.922400402
ID763,3.267001588
ID764,2.947482547
ID765,3.00186568
ID766,2.956561039
ID768,2.836230264
ID769,2.862296791
ID770,2.848427007
ID771,2.691576952
ID772,2.895627294
ID773,3.102132852
ID774,2.896284414
ID776,2.941529161
ID777,3.190747552
ID778,2.839460588
ID779,2.870405827
ID781,3.001110199
ID783,2.843221245
ID785,2.824034588
ID786,2.942239134
ID787,2.846130694
ID788,3.066981904
ID790,2.592872062
ID792,2.969383021
ID793,2.79384344
ID797,2.873720086
ID798,2.708239302
ID801,2.848048894
ID802,2.768295412
ID803,2.842733344
ID804,2.941505758
ID806,2.641251517
ID807,2.809600446
ID811,2.94988053
ID812,3.005132654
ID813,3.158945739
ID816,2.722388434
ID817,2.884402355
ID818,2.827116218
ID819,2.759007954
ID820,2.826959536
ID821,2.991077805
ID822,3.008016959
ID823,2.945593121
ID824,2.865727077
ID825,2.974148386
ID826,2.690909494
ID833,2.912706072
ID834,2.604254256
ID835,2.942874838
ID838,2.838930278
ID839,2.90640324
ID841,2.737416748
ID844,2.928113097
ID848,3.016495654
ID849,3.238017048
ID850,2.912641671
ID851,2.927640343
ID852,2.683629845
ID853,2.927370625
ID854,2.933893586
ID855,2.877574804
