ID716,2.713579942
ID717,2.766818444
ID719,2.863419508
ID720,2.905706727
ID721,2.892313487
ID722,2.90384614
ID723,2.875310237
ID724,2.756546467
ID725,2.724303682
ID727,2.749322625
ID728,2.689499161
ID729,2.918996466
ID730,3.001316934
ID731,2.836746548
ID732,3.056247051
ID733,2.844173242
ID734,2.890715043
ID735,2.869597195
ID736,2.844735039
ID737,2.817266338
ID738,2.940120846
ID739,2.844735039
ID740,2.830550309
ID741,2.827036798
ID742,2.791955789
ID743,2.907336647
ID744,2.817693958
ID745,2.790225256
ID746,2.809425552
ID747,2.899394473
ID749,2.825488579
ID751,2.844735039
ID752,2.924255605
ID753,3.131046745
ID757,2.947951899
ID759,3.059118049
ID760,2.866141297
ID761,2.886569913
ID762,2.90331219
ID763,2.926679573
ID764,2.861154002
ID765,2.90331219
ID766,2.956012827
ID768,2.899394473
ID769,2.860732262
ID770,2.825488579
ID771,2.913926132
ID772,2.844735039
ID773,2.855216929
ID774,2.844735039
ID776,2.889628433
ID777,2.890715043
ID778,3.046043668
ID779,2.928594105
ID781,2.829674095
ID783,2.874913112
ID785,2.89973011
ID786,3.044512029
ID787,2.857573429
ID788,3.049074804
ID790,2.729144844
ID792,2.866422964
ID793,2.886224597
ID797,2.935734956
ID798,2.893101796
ID801,2.804878152
ID802,2.935868688
ID803,2.933511324
ID804,3.073378738
ID806,2.694440101
ID807,2.893380621
ID811,2.901097486
ID812,2.893097455
ID813,2.941129394
ID816,2.804425856
ID817,2.943335574
ID818,2.756311853
ID819,2.650229533
ID820,2.765030435
ID821,3.001618265
ID822,2.974410008
ID823,2.924776623
ID824,2.992737211
ID825,2.86013295
ID826,2.820058454
ID833,2.806722292
ID834,2.785683396
ID835,2.774150335
ID838,2.958413196
ID839,2.95339708
ID841,2.835229312
ID844,2.88495688
ID848,2.858223612
ID849,2.855580411
ID850,2.866285416
ID851,2.666069285
ID852,2.733222136
ID853,2.865699671
ID854,2.968423795
ID855,2.908281192
