学校,学院,url
中北大学,机械工程学院,http://jxdl.nuc.edu.cn/pic_list3.jsp?urltype=tree.TreeTempUrl&wbtreeid=1471
中北大学,机械工程学院,http://jxdl.nuc.edu.cn/pic_list3.jsp?a192349t=2&a192349p=2&a192349c=15&urltype=tree.TreeTempUrl&wbtreeid=1471
中北大学,机械工程学院,http://jxdl.nuc.edu.cn/pic_list3.jsp?urltype=tree.TreeTempUrl&wbtreeid=1472
中北大学,机械工程学院,http://jxdl.nuc.edu.cn/pic_list3.jsp?a192349t=2&a192349p=2&a192349c=15&urltype=tree.TreeTempUrl&wbtreeid=1472
中北大学,机械工程学院,http://jxdl.nuc.edu.cn/pic_list3.jsp?urltype=tree.TreeTempUrl&wbtreeid=1473
太原理工大学,机械工程学院,http://mc.tyut.edu.cn/szdw/jzgml/js.htm
太原理工大学,机械工程学院,http://mc.tyut.edu.cn/szdw/jzgml/fjs.htm
太原理工大学,机械工程学院,http://mc.tyut.edu.cn/szdw/jzgml/js1.htm
合肥工业大学,机械工程学院,http://jxxy.hfut.edu.cn/index.php/cn/szdw/szdw-3
合肥工业大学,机械工程学院,http://jxxy.hfut.edu.cn/index.php/cn/szdw/szdw-4
合肥工业大学,机械工程学院,http://jxxy.hfut.edu.cn/index.php/cn/szdw/szdw-5
合肥工业大学,汽车与交通工程学院,http://jtxy.hfut.edu.cn/index/lists/002001/1/9/all
合肥工业大学,汽车与交通工程学院,http://jtxy.hfut.edu.cn/index/lists/002001/2/9/all
合肥工业大学,汽车与交通工程学院,http://jtxy.hfut.edu.cn/index/lists/002001/3/9/all
合肥工业大学,汽车与交通工程学院,http://jtxy.hfut.edu.cn/index/lists/002001/1/10/all
合肥工业大学,汽车与交通工程学院,http://jtxy.hfut.edu.cn/index/lists/002001/2/10/all
合肥工业大学,汽车与交通工程学院,http://jtxy.hfut.edu.cn/index/lists/002001/3/10/all
合肥工业大学,汽车与交通工程学院,http://jtxy.hfut.edu.cn/index/lists/002001/4/10/all
合肥工业大学,汽车与交通工程学院,http://jtxy.hfut.edu.cn/index/lists/002001/5/10/all
合肥工业大学,汽车与交通工程学院,http://jtxy.hfut.edu.cn/index/lists/002001/1/11/all
合肥工业大学,汽车与交通工程学院,http://jtxy.hfut.edu.cn/index/lists/002001/2/11/all
合肥工业大学,汽车与交通工程学院,http://jtxy.hfut.edu.cn/index/lists/002001/3/11/all
合肥工业大学,汽车与交通工程学院,http://jtxy.hfut.edu.cn/index/lists/002001/4/11/all
安徽理工大学,机械工程学院,http://jxx.aust.edu.cn/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1037
安徽理工大学,机械工程学院,http://jxx.aust.edu.cn/list.jsp?a8t=2&a8p=2&a8c=15&urltype=tree.TreeTempUrl&wbtreeid=1037
安徽理工大学,机械工程学院,http://jxx.aust.edu.cn/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1088
安徽理工大学,机械工程学院,http://jxx.aust.edu.cn/list.jsp?a8t=2&a8p=2&a8c=15&urltype=tree.TreeTempUrl&wbtreeid=1088
安徽工业大学,机械工程学院,http://jxgc.ahut.edu.cn/szll/sdml.htm
安徽工程大学,机械与汽车工程学院,http://www.ahpu.edu.cn/jxyqcgc/5146/list.htm
安徽农业大学,工学院,http://gxy.ahau.edu.cn/szdw/124673.htm
安徽农业大学,工学院,http://gxy.ahau.edu.cn/szdw/124671.htm
安徽农业大学,工学院,http://gxy.ahau.edu.cn/szdw/124674.htm
安徽农业大学,工学院,http://gxy.ahau.edu.cn/szdw/4416.htm
安徽农业大学,工学院,http://gxy.ahau.edu.cn/szdw/124670.htm
安徽农业大学,工学院,http://gxy.ahau.edu.cn/szdw/124672.htm
华东交通大学,机电与车辆工程学院,http://me.ecjtu.edu.cn/3022/list.htm
华东交通大学,机电与车辆工程学院,http://me.ecjtu.edu.cn/3023/list.htm
华东交通大学,机电与车辆工程学院,http://me.ecjtu.edu.cn/3024/list.htm
华东交通大学,机电与车辆工程学院,http://me.ecjtu.edu.cn/3025/list.htm
华东交通大学,机电与车辆工程学院,http://me.ecjtu.edu.cn/3026/list.htm
华东交通大学,机电与车辆工程学院,http://me.ecjtu.edu.cn/3027/list.htm
华东交通大学,机电与车辆工程学院,http://me.ecjtu.edu.cn/3027/list2.htm
南昌大学,机电工程学院,http://jdgcxy.ncu.edu.cn/szdw/jsml/36935.htm
南昌大学,机电工程学院,http://jdgcxy.ncu.edu.cn/szdw/jsml/36939.htm
南昌大学,机电工程学院,http://jdgcxy.ncu.edu.cn/szdw/jsml/36937.htm
南昌大学,机电工程学院,http://jdgcxy.ncu.edu.cn/szdw/jsml/36938.htm
南昌大学,机电工程学院,http://jdgcxy.ncu.edu.cn/szdw/jsmll/jxgcx/index.htm
南昌大学,机电工程学院,http://jdgcxy.ncu.edu.cn/szdw/jsmll/qjgcx/index.htm
南昌大学,机电工程学院,http://jdgcxy.ncu.edu.cn/szdw/jsmll/clcxjkzx/index.htm
南昌大学,机电工程学院,http://jdgcxy.ncu.edu.cn/szdw/jsmll/nyydlgcx/index.htm
江西农业大学,工学院,http://gongxue.jxau.edu.cn/szdw/list.htm
南京航空航天大学,机电学院,http://cmee.nuaa.edu.cn/news_more.asp?lm2=15&lmname=0&open=0&n=30&tj=0&hot=0
南京航空航天大学,机电学院,http://cmee.nuaa.edu.cn/news_more.asp?page=2&word=&lm=&lm2=15&lmname=0&open=0&n=30&hot=0&tj=0
南京航空航天大学,机电学院,http://cmee.nuaa.edu.cn/news_more.asp?page=3&word=&lm=&lm2=15&lmname=0&open=0&n=30&hot=0&tj=0
南京航空航天大学,机电学院,http://cmee.nuaa.edu.cn/news_more.asp?page=4&word=&lm=&lm2=15&lmname=0&open=0&n=30&hot=0&tj=0
南京航空航天大学,机电学院,http://cmee.nuaa.edu.cn/news_more.asp?lm2=16&lmname=0&open=0&n=30&tj=0&hot=0
南京航空航天大学,机电学院,http://cmee.nuaa.edu.cn/news_more.asp?page=2&word=&lm=&lm2=16&lmname=0&open=0&n=30&hot=0&tj=0
南京航空航天大学,机电学院,http://cmee.nuaa.edu.cn/news_more.asp?page=3&word=&lm=&lm2=16&lmname=0&open=0&n=30&hot=0&tj=0
南京航空航天大学,机电学院,http://cmee.nuaa.edu.cn/news_more.asp?lm2=71&lmname=0&open=0&n=30&tj=0&hot=0
南京航空航天大学,机电学院,http://cmee.nuaa.edu.cn/news_more.asp?page=2&word=&lm=&lm2=71&lmname=0&open=0&n=30&hot=0&tj=0
南京理工大学,机械工程学院,http://sme.njust.edu.cn/1627/list.htm
南京理工大学,机械工程学院,http://sme.njust.edu.cn/1627/list2.htm
南京理工大学,机械工程学院,http://sme.njust.edu.cn/1628/list.htm
南京理工大学,机械工程学院,http://sme.njust.edu.cn/1628/list2.htm
南京理工大学,机械工程学院,http://sme.njust.edu.cn/1628/list3.htm
南京理工大学,机械工程学院,http://sme.njust.edu.cn/1629/list.htm
南京理工大学,机械工程学院,http://sme.njust.edu.cn/1629/list2.htm
南京理工大学,机械工程学院,http://sme.njust.edu.cn/1630/list.htm
南京农业大学,工学院,http://www.pk.njau.edu.cn/szdw/jsml1.htm
扬州大学,机械工程学院,http://jxgcxy.yzu.edu.cn/col/col4718/index.html
南京工业大学,机械与动力工程学院,http://mech.njtech.edu.cn/szll.asp?ClassID=17
南京工业大学,机械与动力工程学院,http://mech.njtech.edu.cn/szll.asp?ClassID=18
江苏大学,汽车与交通工程学院,http://auto.ujs.edu.cn/szytd/bd.htm
江苏大学,汽车与交通工程学院,http://auto.ujs.edu.cn/szytd/sd.htm
江苏大学,汽车与交通工程学院,http://auto.ujs.edu.cn/szytd/zzyg.htm
淮阴工学院,机械与材料工程学院,http://jixie.hyit.edu.cn/show.aspx?id=7150&menuid=60
江苏科技大学,机械工程学院,http://jixie.just.edu.cn/4773/list.htm
江苏科技大学,机械工程学院,http://jixie.just.edu.cn/4774/list.htm
江苏科技大学,机械工程学院,http://jixie.just.edu.cn/4775/list.htm
浙江科技学院,机械与汽车工程学院,http://jdx.zust.edu.cn/index.php/indexcn/sz/cid/1
浙江大学,机械工程学院,http://me.zju.edu.cn/mecn/6336/list.htm
浙江大学,机械工程学院,http://me.zju.edu.cn/mecn/6337/list.htm
浙江大学,机械工程学院,http://me.zju.edu.cn/mecn/6338/list.htm
浙江工业大学,机械工程学院,http://www.jdxy.zjut.edu.cn/BigClass.jsp?bigclassid=115
武汉理工大学,汽车工程学院,http://auto.whut.edu.cn/Teachers.aspx
武汉科技大学,汽车与交通工程学院,http://202.114.242.231:8006/type/2390010504.html
江汉大学,机电与建筑工程学院,http://jjxy.jhun.edu.cn/1966/list.htm
湖北汽车工业学院,汽车工程师学院,http://iae.huat.edu.cn/szdw/msfc.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8098/list.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8098/list2.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8098/list3.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8098/list4.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8098/list5.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8098/list6.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8098/list7.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8099/list.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8099/list2.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8099/list3.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8099/list4.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8099/list5.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8100/list.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8100/list2.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8100/list3.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8100/list4.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8101/list.htm
华南理工大学,机械与汽车工程学院,http://www2.scut.edu.cn/smae/8101/list2.htm
广东工业大学,机电工程学院,http://jdgcxy.gdut.edu.cn/news_detail.aspx?id=17
海南大学,机电工程学院,http://www.hainu.edu.cn/stm/jidian/shtml_liebiao.asp@bbsid=3218.shtml
昆明理工大学,机电工程学院,http://jdxy.kmust.edu.cn/html/szdw/jsml/1.html
西南交通大学,机械工程学院,http://sme.swjtu.edu.cn/xygk/szdw.htm
西南石油大学,机电工程学院,http://jdy.swpu.edu.cn/szdw/js_yjy.htm
西南石油大学,机电工程学院,http://jdy.swpu.edu.cn/szdw/sss.htm
西南石油大学,机电工程学院,http://jdy.swpu.edu.cn/szdw/zjzcjyixi.htm
西华大学,汽车与交通学院,http://qc.xhu.edu.cn/js/list.htm
西华大学,汽车与交通学院,http://qc.xhu.edu.cn/fjs/list.htm
成都大学,机械工程学院,http://gyzz.cdu.edu.cn/index.php?m=news&a=slist&cat_short_name=jixiegongchengxi
成都大学,机械工程学院,http://gyzz.cdu.edu.cn/index.php?m=news&a=slist&cat_short_name=cailiaogongchengxi
成都大学,机械工程学院,http://gyzz.cdu.edu.cn/index.php?m=news&a=slist&cat_short_name=cheliangyucekonggongchengxi
成都大学,机械工程学院,http://gyzz.cdu.edu.cn/index.php?m=news&a=slist&cat_short_name=shiyanshi
长安大学,汽车学院,http://www.qiche.chd.edu.cn/szdw/dwjg/jtysx.htm
长安大学,汽车学院,http://www.qiche.chd.edu.cn/szdw/dwjg/clgcx.htm
长安大学,汽车学院,http://www.qiche.chd.edu.cn/szdw/dwjg/jdydlgcx.htm
长安大学,汽车学院,http://www.qiche.chd.edu.cn/szdw/dwjg/jtaqx.htm
长安大学,汽车学院,http://www.qiche.chd.edu.cn/szdw/dwjg/scyxx.htm
长安大学,汽车学院,http://www.qiche.chd.edu.cn/szdw/dwjg/wlgcx.htm
长安大学,汽车学院,http://www.qiche.chd.edu.cn/szdw/dwjg/qcfwgcx.htm
西北工业大学,机电学院,http://jidian.nwpu.edu.cn/szdw.htm
西安理工大学,机械与精密仪器工程学院,http://jyxy.xaut.edu.cn/szdw/zzjs_jzx.aspx
西安理工大学,机械与精密仪器工程学院,http://jyxy.xaut.edu.cn/szdw/zzjs_jsx.aspx
西安理工大学,机械与精密仪器工程学院,http://jyxy.xaut.edu.cn/szdw/zzjs_jyx.aspx
西安理工大学,机械与精密仪器工程学院,http://jyxy.xaut.edu.cn/szdw/zzjs_gctx.aspx
西安科技大学,机械工程学院,http://jxxy.xust.edu.cn/list.jsp?urltype=tree.TreeTempUrl&wbtreeid=1017
西安科技大学,机械工程学院,http://jxxy.xust.edu.cn/list.jsp?a5t=3&a5p=2&a5c=15&urltype=tree.TreeTempUrl&wbtreeid=1017
西安科技大学,机械工程学院,http://jxxy.xust.edu.cn/list.jsp?a5t=3&a5p=3&a5c=15&urltype=tree.TreeTempUrl&wbtreeid=1017
东北林业大学,机电工程学院,http://cmee.nefu.edu.cn/tlist.asp?typeid=232
东北林业大学,机电工程学院,http://cmee.nefu.edu.cn/tlist.asp?typeid=257
东北林业大学,机电工程学院,http://cmee.nefu.edu.cn/tlist.asp?typeid=258
黑龙江工程学院,汽车与交通工程学院,http://www.hljit.edu.cn/Htmlfiles/qcyjtgcxy/szdw/2017/09/11/72658.html
东北石油大学,机械科学与工程学院,http://yxweb.nepu.edu.cn/jxx/szdw.htm
吉林大学,汽车工程学院,http://auto.jlu.edu.cn/dwjs/szdw/js.htm
吉林大学,汽车工程学院,http://auto.jlu.edu.cn/dwjs/szdw/js/8.htm
吉林大学,汽车工程学院,http://auto.jlu.edu.cn/dwjs/szdw/js/7.htm
吉林大学,汽车工程学院,http://auto.jlu.edu.cn/dwjs/szdw/js/6.htm
吉林大学,汽车工程学院,http://auto.jlu.edu.cn/dwjs/szdw/js/5.htm
吉林大学,汽车工程学院,http://auto.jlu.edu.cn/dwjs/szdw/js/4.htm
吉林大学,汽车工程学院,http://auto.jlu.edu.cn/dwjs/szdw/js/3.htm
吉林大学,汽车工程学院,http://auto.jlu.edu.cn/dwjs/szdw/js/2.htm
吉林大学,汽车工程学院,http://auto.jlu.edu.cn/dwjs/szdw/js/1.htm
吉林大学,汽车工程学院,http://auto.jlu.edu.cn/dwjs/szdw/fjs.htm
吉林大学,汽车工程学院,http://auto.jlu.edu.cn/dwjs/szdw/fjs/5.htm
吉林大学,汽车工程学院,http://auto.jlu.edu.cn/dwjs/szdw/fjs/4.htm
吉林大学,汽车工程学院,http://auto.jlu.edu.cn/dwjs/szdw/fjs/3.htm
吉林大学,汽车工程学院,http://auto.jlu.edu.cn/dwjs/szdw/fjs/2.htm
吉林大学,汽车工程学院,http://auto.jlu.edu.cn/dwjs/szdw/fjs/1.htm
吉林大学,机械科学与工程学院,http://mach.jlu.edu.cn/szdw1/szgc/szgc1.htm
大连理工大学,运载工程与力学学部,http://vehicle.dlut.edu.cn/szgk/azcpl.htm
大连交通大学,机械工程学院,http://ime.djtu.edu.cn/_contect/index.asp?f_menu_id=89
沈阳理工大学,汽车与交通学院,http://sites3.sylu.edu.cn/auto/team_thumbnail.jsp
华侨大学,机电及自动化学院,http://med.hqu.edu.cn/szll/jsfc.htm
福州大学,机械工程及自动化学院,http://jxxy.fzu.edu.cn/html/jsdw/jsml/1.html
兰州交通大学,机电工程学院,http://jdxy.lzjtu.edu.cn/xygk/szdw.htm
兰州理工大学,机电工程学院,http://jidian.lut.cn/www/hdclscontentmain.asp?classid=8
兰州理工大学,机电工程学院,http://jidian.lut.cn/www/HdClsContentMain.asp?ClassId=8&Keywords=&BClass=0&MainType=0&page=2
清华大学,电机工程与应用电子技术系,http://www.eea.tsinghua.edu.cn/publish/eea/7182/index.html
清华大学,电机工程与应用电子技术系,http://www.eea.tsinghua.edu.cn/publish/eea/7183/index.html
清华大学,电机工程与应用电子技术系,http://www.eea.tsinghua.edu.cn/publish/eea/7184/index.html
清华大学,电机工程与应用电子技术系,http://www.eea.tsinghua.edu.cn/publish/eea/7185/index.html
清华大学,电机工程与应用电子技术系,http://www.eea.tsinghua.edu.cn/publish/eea/7186/index.html
清华大学,电机工程与应用电子技术系,http://www.eea.tsinghua.edu.cn/publish/eea/7512/index.html
华中科技大学,电气与电子工程学院,http://ceee.hust.edu.cn/szdw/bssds.htm
华中科技大学,电气与电子工程学院,http://ceee.hust.edu.cn/szdw/sssds.htm
西安交通大学,电气工程学院,http://ee.xjtu.edu.cn/jzyg/jsxx.htm
武汉大学,电气工程学院,http://dqgcxy.whu.edu.cn/xygk/szdw/
哈尔滨工业大学,电气工程及自动化学院,http://hitee.hit.edu.cn/article/showPage/2704
东南大学,电气工程学院,http://ee.seu.edu.cn/13610/list.htm
北京理工大学,自动化学院,http://ac.bit.edu.cn/szdw/jsdw/index.htm
华南理工大学,电力学院,http://www2.scut.edu.cn/ep/5272/list.htm
天津大学,电气自动化与信息工程学院,http://www.tju.edu.cn/seea/szdw/dqgcx/
天津大学,电气自动化与信息工程学院,http://www.tju.edu.cn/seea/szdw/zdhx/
天津大学,电气自动化与信息工程学院,http://www.tju.edu.cn/seea/szdw/xxx/
天津大学,电气自动化与信息工程学院,http://www.tju.edu.cn/seea/szdw/txx/
南京航空航天大学,自动化学院,http://cae.nuaa.edu.cn/list/136
重庆大学,电气工程学院,http://www.cee.cqu.edu.cn/jsyd/jszy.htm
四川大学,电气信息学院,http://seei.scu.edu.cn/TeacherList.aspx
中南大学,信息科学与工程学院,http://202.197.61.251/sisehr/search.jsp
大连理工大学,电子信息与电气工程学部,http://ee.dlut.edu.cn/szdw1/azcpl.htm
西北工业大学,自动化学院,http://zdhxy.nwpu.edu.cn/szdw/dqgcx1.htm
西北工业大学,自动化学院,http://zdhxy.nwpu.edu.cn/szdw/fxykzxx.htm
西北工业大学,自动化学院,http://zdhxy.nwpu.edu.cn/szdw/ckjsyyqx.htm
西北工业大学,自动化学院,http://zdhxy.nwpu.edu.cn/szdw/jtykzgcx1.htm
西北工业大学,自动化学院,http://zdhxy.nwpu.edu.cn/szdw/kzyxxx1.htm
西北工业大学,自动化学院,http://zdhxy.nwpu.edu.cn/szdw/gjbmxy.htm
山东大学,电气工程学院,http://www.ee.sdu.edu.cn/szdw/ggjs.htm
山东大学,电气工程学院,http://www.ee.sdu.edu.cn/szdw/bsfc.htm
电子科技大学,电子工程学院,http://www.ee.uestc.edu.cn/index/15/75/164?enum=1
北京交通大学,电气工程学院,http://ee.bjtu.edu.cn/postgraduate/fxzn.htm
华北电力大学保定校区,电气与电子工程学院,http://electric.ncepu.edu.cn/szdw/jsdw/dgdzjxzx/index.htm
华北电力大学保定校区,电气与电子工程学院,http://electric.ncepu.edu.cn/szdw/jsdw/dlxtyjs/index.htm
华北电力大学保定校区,电气与电子工程学院,http://electric.ncepu.edu.cn/szdw/jsdw/dzkxyjs/index.htm
华北电力大学保定校区,电气与电子工程学院,http://electric.ncepu.edu.cn/szdw/jsdw/dcycddgyjs/index.htm
华北电力大学保定校区,电气与电子工程学院,http://electric.ncepu.edu.cn/szdw/jsdw/rxdlyjs/index.htm
华北电力大学保定校区,电气与电子工程学院,http://electric.ncepu.edu.cn/szdw/jsdw/gyyjs/index.htm
华北电力大学保定校区,电气与电子工程学院,http://electric.ncepu.edu.cn/szdw/jsdw/zndwyjs/index.htm
华北电力大学保定校区,电气与电子工程学院,http://electric.ncepu.edu.cn/szdw/jsdw/djyjs/index.htm
华北电力大学保定校区,电气与电子工程学院,http://electric.ncepu.edu.cn/szdw/jsdw/dlscyjs/index.htm
华北电力大学保定校区,电气与电子工程学院,http://electric.ncepu.edu.cn/szdw/jsdw/spdyjs/index.htm
华北电力大学保定校区,电气与电子工程学院,http://electric.ncepu.edu.cn/szdw/jsdw/txyjs/index.htm
华北电力大学保定校区,电气与电子工程学院,http://electric.ncepu.edu.cn/szdw/jsdw/dwyjs/index.htm
华北电力大学保定校区,电气与电子工程学院,http://electric.ncepu.edu.cn/szdw/jsdw/sfyjs/index.htm
华北电力大学保定校区,电气与电子工程学院,http://electric.ncepu.edu.cn/szdw/jsdw/dzxxyjs/index.htm
华北电力大学保定校区,电气与电子工程学院,http://electric.ncepu.edu.cn/szdw/jsdw/xnydwyjs/index.htm
吉林大学,仪器科学与电气工程学院,http://ciee.jlu.edu.cn/szdw.htm
湖南大学,电气与信息工程学院,http://eeit.hnu.edu.cn/index.php/dsce
湖南大学,电气与信息工程学院,http://eeit.hnu.edu.cn/index.php/dee
湖南大学,电气与信息工程学院,http://eeit.hnu.edu.cn/index.php/dest
南京理工大学,自动化学院,http://202.119.85.163/open/DsDir_View.aspx?yxsh=110
西南交通大学,电气工程学院,http://dqxy.swjtu.edu.cn/Website/Elec/teacher/teacher.html?flag=270
河海大学,能源与电气学院,http://ceee.hhu.edu.cn/5992/list.htm
中国农业大学,信息与电气工程学院,http://ciee.cau.edu.cn/col/col26690/index.html
西安电子科技大学,电子工程学院,http://web.xidian.edu.cn/showcollege.php?col_num=2
苏州大学,机电工程学院,http://jdxy.suda.edu.cn/ShowPage.aspx?id=42
合肥工业大学,电气与自动化工程学院,http://ea.hfut.edu.cn/eaweb/index.php/cn/teachers/teacher-3
哈尔滨工程大学,自动化学院,http://heuac.hrbeu.edu.cn/1467/list.htm
哈尔滨工程大学,自动化学院,http://heuac.hrbeu.edu.cn/1468/list.htm
上海大学,机电工程与自动化学院,http://www.auto.shu.edu.cn/Default.aspx?tabid=34233
南京邮电大学,自动化学院,http://coa.njupt.edu.cn/2212/list.htm
东华大学,信息科学与技术学院,http://web.dhu.edu.cn/cist/2970/list.htm
郑州大学,电气工程学院,http://www5.zzu.edu.cn/dianqi/info/1021/1001.htm
福州大学,电气工程与自动化学院,http://dqxy.fzu.edu.cn/html/lme/1.html
长安大学,电子与控制工程学院,http://ec.chd.edu.cn/info/1144/2714.htm
长安大学,电子与控制工程学院,http://ec.chd.edu.cn/info/1087/2679.htm
长安大学,电子与控制工程学院,http://ec.chd.edu.cn/info/1142/2712.htm
长安大学,电子与控制工程学院,http://ec.chd.edu.cn/info/1087/2669.htm
长安大学,电子与控制工程学院,http://ec.chd.edu.cn/info/1087/2672.htm
北京林业大学,工学院,http://gxy.bjfu.edu.cn/szdw/jiaoshou/index.html
北京林业大学,工学院,http://gxy.bjfu.edu.cn/szdw/fjs/index.html
中国矿业大学,电气与动力工程学院,http://seape.cumt.edu.cn/9128/list.htm
中国矿业大学,电气与动力工程学院,http://seape.cumt.edu.cn/9129/list.htm
安徽大学,电气工程与自动化学院,http://dqxy.ahu.edu.cn/e4/2f/c6132a58415/page.htm
安徽大学,电气工程与自动化学院,http://dqxy.ahu.edu.cn/e3/b4/c6131a58292/page.htm
长沙理工大学,电气与信息工程学院,http://www.csust.edu.cn/dq/szdw/dlgcx.htm
长沙理工大学,电气与信息工程学院,http://www.csust.edu.cn/dq/szdw/zdhx.htm
长沙理工大学,电气与信息工程学院,http://www.csust.edu.cn/dq/szdw/dzxxgcx.htm
华侨大学,信息科学与工程学院,http://eee.hqu.edu.cn/szdw.htm
辽宁大学,信息学院,http://sist.lnu.edu.cn/jsxx/yjsds.htm
辽宁大学,信息学院,http://sist.lnu.edu.cn/jsxx/yjsds/1.htm
贵州大学,电气工程学院,http://ee.gzu.edu.cn/3594/list.htm
贵州大学,电气工程学院,http://ee.gzu.edu.cn/3597/list.htm
贵州大学,电气工程学院,http://ee.gzu.edu.cn/3598/list.htm
贵州大学,电气工程学院,http://ee.gzu.edu.cn/3599/list.htm
南京工业大学,电气工程与控制科学学院,http://eecs.njtech.edu.cn/view.asp?id=523&class=184
西安理工大学,自动化与信息工程学院,http://zdh.xaut.edu.cn/szdw/xxykzgcx.htm
西安理工大学,自动化与信息工程学院,http://zdh.xaut.edu.cn/szdw/dqgcx.htm
西安理工大学,自动化与信息工程学院,http://zdh.xaut.edu.cn/szdw/dzgcx.htm
西安理工大学,自动化与信息工程学院,http://zdh.xaut.edu.cn/szdw/sdzx.htm
燕山大学,燕山大学电气工程学院,http://iee.ysu.edu.cn/teacher4.php?sub=1
燕山大学,燕山大学电气工程学院,http://iee.ysu.edu.cn/teacher4.php?sub=2
燕山大学,燕山大学电气工程学院,http://iee.ysu.edu.cn/teacher4.php?sub=3
燕山大学,燕山大学电气工程学院,http://iee.ysu.edu.cn/teacher4.php?sub=4
燕山大学,燕山大学电气工程学院,http://iee.ysu.edu.cn/teacher4.php?sub=5
燕山大学,燕山大学电气工程学院,http://iee.ysu.edu.cn/teacher4.php?sub=6
东北林业大学,机电工程学院,http://cmee.nefu.edu.cn/tlist.asp?typeid=232
东北林业大学,机电工程学院,http://cmee.nefu.edu.cn/tlist.asp?typeid=257
华东交通大学,电气与自动化工程学院,http://dqxy.ecjtu.jx.cn/849/list.htm
华东交通大学,电气与自动化工程学院,http://dqxy.ecjtu.jx.cn/850/list.htm
浙江工业大学,信息工程学院,http://www.ie.zjut.edu.cn/htm/shizi/teacherlist.asp?id=2&title=%BD%CC%CA%DA
浙江工业大学,信息工程学院,http://www.ie.zjut.edu.cn/htm/shizi/teacherlist.asp?id=3&title=%B8%B1%BD%CC%CA%DA
浙江工业大学,信息工程学院,http://www.ie.zjut.edu.cn/htm/shizi/teacherlist.asp?id=4&title=%BD%B2%CA%A6
天津科技大学,电子信息与自动化学院,http://zdh.tust.edu.cn/shizi.asp
三峡大学,电气与新能源学院,http://ee.ctgu.edu.cn/in/137
三峡大学,电气与新能源学院,http://ee.ctgu.edu.cn/in/137?p=2
三峡大学,电气与新能源学院,http://ee.ctgu.edu.cn/in/137?p=3
三峡大学,电气与新能源学院,http://ee.ctgu.edu.cn/in/137?p=4
三峡大学,电气与新能源学院,http://ee.ctgu.edu.cn/in/137?p=5
长春理工大学,电子信息工程学院,http://dx.cust.edu.cn/Photo.asp?PageClass=10509
长春理工大学,电子信息工程学院,http://dx.cust.edu.cn/Photo.asp?page=2&pageclass=10509
长春理工大学,电子信息工程学院,http://dx.cust.edu.cn/Photo.asp?page=3&pageclass=10509
长春理工大学,电子信息工程学院,http://dx.cust.edu.cn/Photo.asp?page=4&pageclass=10509
长春理工大学,电子信息工程学院,http://dx.cust.edu.cn/Photo.asp?page=5&pageclass=10509
长春理工大学,电子信息工程学院,http://dx.cust.edu.cn/Photo.asp?page=6&pageclass=10509
宁夏大学,物理与电子电气工程学院,http://phys.nxu.edu.cn/szdw/js.htm
宁夏大学,物理与电子电气工程学院,http://phys.nxu.edu.cn/szdw/js/3.htm
宁夏大学,物理与电子电气工程学院,http://phys.nxu.edu.cn/szdw/js/2.htm
宁夏大学,物理与电子电气工程学院,http://phys.nxu.edu.cn/szdw/js/1.htm
宁夏大学,物理与电子电气工程学院,http://phys.nxu.edu.cn/szdw/fjs.htm
宁夏大学,物理与电子电气工程学院,http://phys.nxu.edu.cn/szdw/fjs/3.htm
宁夏大学,物理与电子电气工程学院,http://phys.nxu.edu.cn/szdw/fjs/2.htm
宁夏大学,物理与电子电气工程学院,http://phys.nxu.edu.cn/szdw/fjs/1.htm
宁夏大学,物理与电子电气工程学院,http://phys.nxu.edu.cn/szdw/js1.htm
上海电力学院,电气工程学院,http://dqxy.shiep.edu.cn/2483/list.htm
上海电力学院,电气工程学院,http://dqxy.shiep.edu.cn/2484/list.htm
上海电力学院,电气工程学院,http://dqxy.shiep.edu.cn/2484/list2.htm
上海电力学院,电气工程学院,http://dqxy.shiep.edu.cn/2484/list3.htm
上海电力学院,电气工程学院,http://dqxy.shiep.edu.cn/2485/list.htm
