1,2,3,4,5,6,7,8,9,10,12,13,15,16,17,19,20,21
2.846187304,2.713579942,2.644299113,2.767405046,2.845079894,2.702602682,2.84584705,2.762009028,2.68408529,2.764384586,2.51953125,2.71829495,2.781024417,2.5,2.713579942,2.764487918,2.764487918,2.737196197
2.846187304,2.698021988,2.736604318,2.743204896,2.847051903,2.781404754,2.84635118,2.731673717,2.67634948,2.738082106,2.651757813,2.789719886,2.746135789,2.70070576,2.766818444,2.769369852,2.769369852,2.727816713
2.846187304,2.86183919,2.980764649,2.838471001,2.846259495,2.839720633,2.845954808,2.844139894,2.86250643,2.844644841,2.870117188,2.839526645,2.848390628,3.05783055,2.863419508,2.840723778,2.840723778,2.848695138
2.846187304,2.98789933,3.022725526,2.841302147,2.84443643,2.774314524,2.845895706,2.843398149,2.80529049,2.843981446,2.775,2.772760429,2.850852495,2.90472517,2.905706727,2.85186048,2.85186048,2.904036518
2.846187304,2.892313487,3.034865706,2.847493435,2.847306457,2.825932073,2.846774863,2.846524095,2.89795712,2.844027291,2.802929688,2.831979838,2.846644388,2.74425341,2.892313487,2.836047101,2.836047101,2.982330116
2.846187304,2.90384614,2.857546903,2.840994976,2.847326761,2.840036781,2.845810048,2.84477402,2.89536526,2.845767455,2.672265625,2.844569698,2.855310656,2.84053745,2.90384614,2.837082639,2.837082639,2.803237533
2.846187304,2.875310237,2.800647603,2.846377223,2.844696424,2.862791912,2.844295081,2.849685666,2.8615116,2.847775615,3.027734375,2.859549602,2.854940557,2.70080689,2.875310237,2.861324947,2.861324947,2.875602454
2.846187304,2.835904477,2.869218367,2.837726897,2.845431652,2.865652938,2.847175884,2.838509282,2.91106606,2.837084915,2.754882813,2.829390464,2.844296735,2.8172966,2.756546467,2.70933615,2.70933615,2.691171228
2.846187304,2.746219063,2.589112183,2.838209517,2.846944573,2.808620645,2.845187893,2.836917073,2.73687701,2.835544532,2.643945313,2.818025217,2.836833595,2.71380514,2.724303682,2.731040969,2.731040969,2.613796394
2.846187304,2.750005155,2.802962887,2.82754759,2.845577407,2.806816657,2.84612068,2.834027751,2.78078018,2.835236217,2.666015625,2.781642573,2.850815474,2.8654617,2.749322625,2.754621001,2.754621001,2.75611789
